7fc211cb-5f70-45df-923c-c0addd0833b6,Canon Patents Set of Lenses Designed for Curved Sensors,"According to a new report, Canon has patented 10 new fast prime lenses that run the gamut of focal lengths from 50mm through 130mm and are specifically designed for cameras using a curved sensor. As such, some of the lenses noted are extremely fast.
Canon's new patents cover a set of fast apertures:...",https://petapixel.com/2021/03/18/canon-patents-set-of-lenses-designed-for-curved-sensors/,@petapixel,https://petapixel.com/assets/uploads/2021/03/Canon-Patents-Set-of-Lenses-Designed-for-Curved-Sensors.jpg,en,photography,2021-03-18 20:52:49 +0000
47993a79-e1bd-48d1-b843-cb30d39bdb5f,The Incredible Winners of the Sony World Photography Awards 2021,"The World Photography Organization has announced its category winners of the Sony World Photography Awards 2021, which seeks to recognize the best single images from 2020. 
Over 100 photographers were shortlisted in the competition along with ten category winners. Each winner is set to receive what ...",https://petapixel.com/2021/03/18/the-incredible-winners-of-the-sony-world-photography-awards-2021/,@petapixel,https://petapixel.com/assets/uploads/2021/03/The-Incredible-Winners-of-the-Sony-World-Photography-Awards-2021.jpg,en,photography,2021-03-18 21:34:03 +0000
149199ac-7831-4c09-8581-e644366a41af,Study Reveals What Most People Want in Their Next Phone Camera,"Smartphone manufacturers make a lot of changes to devices each year both in software and hardware. Many of those updates sound great on paper, but are all of them appreciated by buyers? In a study by BlinkAI, the organization sought to find out what was actually important to a majority of consumers....",https://petapixel.com/2021/03/18/study-reveals-what-most-people-want-in-their-next-phone-camera/,@petapixel,https://petapixel.com/assets/uploads/2021/03/Study-Reveals-What-Most-People-Want-in-Their-Next-Phone-Camera.jpg,en,photography,2021-03-18 22:31:46 +0000
868bb522-179d-435d-95c2-ded44d109310,Ex-U.S. Sen. Bill Nelson is Biden’s pick to lead NASA: reports,"If confirmed by the Senate, the 78-year-old former U.S. Senator and former Space Shuttle astronaut would be in charge of the agency as it prepares to return to the Moon....",https://www.orlandosentinel.com/space/os-ne-bill-nelson-nasa-20210318-cfek662lebfa5brj2aiw5i3r7u-story.html,Steven Lemongello,https://www.orlandosentinel.com/resizer/2pILKZN9LXJwjFNCHvVjrD0Kuzk=/1200x0/top/cloudfront-us-east-1.images.arcpublishing.com/tronc/YEURXQQ4GZFDNEDMYYTLMJWWEM.jpg,en,space,2021-03-18 20:17:13 +0000
385cd876-90ac-4a8b-9d3a-656d27e911f1,NASA pulls off full hot fire of Artemis core stage,"It took a couple of more months, but NASA was able to light up the core stage for Artemis I in the hopes of signing off on it before it makes its way to Kennedy Space Center....",https://www.orlandosentinel.com/space/os-bz-artemis-1-core-stage-hot-fire-test-redo-20210318-46psgrc6qzgtzpopuq7sbjci7q-story.html,Richard Tribou,https://www.orlandosentinel.com/resizer/KX8SGAXMpCSX2nswG0EGzso-VLY=/1200x0/top/cloudfront-us-east-1.images.arcpublishing.com/tronc/XXXT5CMSRNAQ5B2VZBI2DO2P6Q.jpg,en,space,2021-03-18 20:59:23 +0000
11dcaf4e-e10c-4faf-8a84-8323ef1d1ed2,Pictures: NASA Artemis I core stage hot fire test,"NASA was able to successfully perform an eight-minute hot fire test of the Artemis I core state at Stennis Space Center in Mississippi on March 18,2021....",https://www.orlandosentinel.com/space/os-nasa-artemis-1-core-stage-hot-fire-test-redo-pictures-20210318-4ny5pf5m2bb5bnyjlf7eyhovj4-photogallery.html,@orlandosentinel,https://www.orlandosentinel.com/resizer/SDu03D22lVCWGVneG7NR23Zbv4Q=/1200x0/top/cloudfront-us-east-1.images.arcpublishing.com/tronc/ONQAS4IXRRHSROIXXNXBUXTVPU.jpg,en,space,2021-03-18 21:13:30 +0000
5a2a417b-3d37-468e-a2ac-dc0f8e333037,NASA completes engine test firing of moon rocket on 2nd try,"This time, the four main engines of the rocket's core stage remained ignited for the full eight minutes. Applause broke out in the control room at Mississippi's Stennis Space Flight Center once the engines shut down on the test stand....",https://www.orlandosentinel.com/space/os-bz-nasa-moon-rocket-test-20210318-iaptwv62rjdr7b3zp4hvrewvu4-story.html,@orlandosentinel,https://www.orlandosentinel.com/resizer/mccAk_v0pE3UGDqseW4PlcSvKDI=/1200x0/top/cloudfront-us-east-1.images.arcpublishing.com/tronc/H2XN7242ISV5PAQOM4BPDZA7ZM.aspx,en,space,2021-03-18 23:12:55 +0000
48fafb2d-25ce-4c4f-a1e0-9f7773eb55de,'It's Always Sunny in Philadelphia' stars appear in Imagine Dragons music video,"Rob McElhenny, Kaitlin Olson are featured in the band's new single 'Follow You'",https://www.phillyvoice.com/always-sunny-philadelphia-imagine-dragons-music-video-rob-mcelhenney-kaitlin-olson/,Michael Tanenbaum,https://media.phillyvoice.com/media/images/18321_Always_Sunny_Imagine_Dra.2e16d0ba.fill-1200x630-c0.png,en,regional,2021-03-18 19:09:24 +0000
0a0c89ac-029a-4411-aa9c-6db2ae815638,"Hurts' future, Lurie's role, Ertz's trade market: Takeaways from Howie Roseman's press conference","Nick Sirianni was there too, but this Zoom call was dominated by the general manager",https://www.phillyvoice.com/howie-roseman-press-conference-takeaways-jalen-hurts-starting-quarterback-zach-ertz-trade-058881/,Matt Mullin,https://media.phillyvoice.com/media/images/USATSI_15310814.acf98f25.fill-1200x630-c0.jpg,en,regional,2021-03-18 19:27:03 +0000
20f195b2-8fbd-4cb1-ae2b-7bcf342cafcf,Five first-round March Madness upsets to watch out for on Friday,"There really is nothing like an upset. It's why most of us (aside from gambling or team allegiance purposes) watch college basketball, and it's what makes March the best time of the year for sports fans.",https://www.phillyvoice.com/friday-march-madness-first-round-ncaa-tournament-upsets-watch-villanova-colgate-oregon-state-058881/,Evan Macy,https://media.phillyvoice.com/media/images/USATSI_15729364.ed8e59f2.fill-1200x630-c0.jpg,en,regional,2021-03-18 19:40:25 +0000
76f510ca-3f5a-4288-a7e1-6eb8d2aa0f29,"Pennsylvania, New Jersey's gender wage gaps are worse than national average",Study illustrates the ongoing disparities in wages between the sexes; Temple professor says the childcare burden is among the factors,https://www.phillyvoice.com/gender-wage-gap-women-men-pennsylvania-new-jersey-average/,Hannah Kanik,https://media.phillyvoice.com/media/images/31821_Gender_pay_gap.2e16d0ba.fill-1200x630-c0.jpg,en,regional,2021-03-18 21:04:35 +0000
f20192c8-8543-48b4-8bba-fcf4b3d3f68b,"Eagles superfan Giovanni Hamilton, 13, gets cyberbullied after posting photo in Wentz's Colts jersey","Philadelphia Eagles and Carson Wentz superfan Giovanni Hamilton will now have a limited social media presence after the 13-year-boy was the recipient of cyberbullying, his mother wrote in a note shared on Twitter Thursday morning. Hamilton received threats from social media users after he posted pic...",https://www.phillyvoice.com/eagles-carson-wentz-fan-giovanni-hamilton-social-media-threats/,Pat Ralph,https://media.phillyvoice.com/media/images/031821_giovanni_eagles_carson_.2e16d0ba.fill-1200x630-c0.png,en,regional,2021-03-18 21:34:45 +0000
ed1b0e08-a3cd-4ab8-9667-9cbe673d9173,"Pennsylvania, New Jersey among states with most white supremacist activity in 2020, ADL finds","The organization, which tracks hate-group activity, says the distribution of propaganda hit an all-time high last year",https://www.phillyvoice.com/white-supremacist-hate-propaganda-adl-2020-pennsylvania-new-jersey-/,Allie Miller,https://media.phillyvoice.com/media/images/031821_ADL_2020_report.2e16d0ba.fill-1200x630-c0.jpg,en,regional,2021-03-19 03:49:02 +0000
b96e4e58-f1e2-4ecf-8536-9ff039c51c45,Employers have a unique power to help fight vaccine skepticism,Republicans — among the groups least likely to get inoculated — tend to be more trusting of business than government,https://www.phillyvoice.com/covid-19-vaccine-hesitancy-employers/,"Rita Men, University of Florida",https://media.phillyvoice.com/media/images/031921_COVID-19_Vaccine_Skepti.2e16d0ba.fill-1200x630-c0.jpg,en,regional,2021-03-19 04:38:46 +0000
e7f48321-f3ba-4cdf-9512-49ebd3557c5a,Achieving Joe Biden's vision for July 4th will require Americans take critical steps,"Vaccinations are essential to bringing the summer holiday back to normal, but so are other actions",https://www.phillyvoice.com/july-fourth-covid-19-pandemic-biden-goal-vaccines/,"David R. Holtgrave, University at Albany, State University of New York; Amy Lauren Fairchild, The Ohio State University, and Cheryl Healton, New York University",https://media.phillyvoice.com/media/images/031921_July_Fourth_Sparklers_F.2e16d0ba.fill-1200x630-c0.jpg,en,regional,2021-03-19 04:42:51 +0000
55623b97-2778-436e-848a-b523d27a8a98,Mark Carney — a chance to reboot globalisation,"As we seek to recover from the pandemic, the former governor of the Bank of England offers four principles for a more equitable global economy",https://www.ft.com/content/85939eef-8427-49b6-9640-ea8f34a5fcf0,ft,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff833bbb7-b282-4af3-b94b-45f33ac79de2.png?source=next-opengraph&fit=scale-down&width=900,fr,economy,2021-03-19 05:00:59 +0000
7874adc7-99dd-4ec4-a305-97963c6b4eca,‘A sugar rush’: why the Fed fears a booming US economy won’t last,Central bank forecasts fastest growth since Reagan era this year but worries about pandemic scars,https://www.ft.com/content/89afdc8b-5bea-4ad8-b235-48e68291c44b,James Politi,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fb5e7bd32-d344-47cc-be7b-46e90cec5b87.jpg?source=next-opengraph&fit=scale-down&width=900,en,economy,2021-03-19 05:00:59 +0000
